#Position (bp)	insert size
2.9926878375E9	0.0
2.9926892975E9	0.0
2.9926919E9	0.0
2.9926945755E9	0.0
2.9926964715E9	0.0
2.9926986245E9	0.0
2.992700175E9	0.0
2.9927020895E9	0.0
2.992704681E9	0.0
2.9927100795E9	0.0
2.9927178965E9	0.0
2.9928131655E9	0.0
2.9929942125E9	244.5
2.9931647125E9	216.0344827586207
2.99333546E9	0.0
2.9935040225E9	0.0
2.9935902425E9	0.0
2.993679866E9	0.0
2.9938673145E9	0.0
2.994003041E9	0.0
2.994087277E9	208.4712643678161
2.994162061E9	0.0
2.9942162495E9	196.62962962962962
2.99434886E9	0.0
2.994494888E9	0.0
2.994620928E9	0.0
2.9947747325E9	0.0
2.9949245285E9	0.0
2.995013772E9	0.0
2.9950591165E9	0.0
2.995110684E9	0.0
2.995149141E9	0.0
2.9952072975E9	252.0
2.995282718E9	0.0
2.9953872025E9	0.0
2.995549431E9	0.0
2.9957311045E9	0.0
2.995899982E9	0.0
2.99913101E9	224.60530923863556
3.0064054775E9	230.91102287596445
3.0146535035E9	221.38604471858133
3.0229015295E9	237.14952477936185
3.0311495555E9	223.33616795110285
3.0393975815E9	232.05970355526378
3.0476456075E9	232.4103675719196
3.0558936335E9	234.9324993484493
3.0641416595E9	230.19666243265735
3.0723896855E9	241.86454194905352
3.0806377115E9	228.67146479713603
3.0888857375E9	238.42207578253706
3.0971337635E9	238.11801781522334
3.1053817895E9	229.32397518343296
3.1136298155E9	228.68550359014168
3.1218778415E9	227.16659810777458
3.1301258675E9	233.00104629871828
3.1383738935E9	237.4468523518545
3.1466219195E9	226.6300642019039
3.1513836915E9	227.08105842911877
3.1555077045E9	222.77777777777777
3.1631179715E9	206.82142857142858
3.1713659975E9	232.4
3.1796140235E9	0.0
3.1878620495E9	0.0
3.1961100755E9	0.0
3.2043581015E9	0.0
3.20886549E9	0.0
3.2092674855E9	0.0
3.209519677E9	168.25
3.209892578E9	204.1818181818182
3.2101846785E9	209.0248447204969
3.2105124185E9	226.59003831417624
3.2107704875E9	214.03752535496957
3.2109366555E9	220.68770764119603
3.2111129705E9	241.2
3.211276395E9	0.0
3.211417082E9	0.0
3.2117631015E9	209.35775862068965
3.2120996225E9	230.05543237250555
3.2123906835E9	223.96799116997792
3.212785749E9	225.56145675265554
3.213056867E9	215.84966592427617
3.213403592E9	237.10169491525423
3.2137350435E9	0.0
3.2140934165E9	245.60880064394956
3.214431141E9	221.9751552795031
3.214684071E9	211.27779568159846
3.214970895E9	205.5
3.2152807965E9	248.91702432045778
3.2157122075E9	235.1148730350665
3.216124641E9	218.90538336052202
3.2165191445E9	247.61016949152543
3.2167284695E9	0.0
3.216816394E9	203.91612903225806
3.2169855065E9	0.0
3.217221355E9	191.33333333333334
3.2174198055E9	235.74569789674953
3.217547141E9	0.0
3.2177472715E9	216.82790697674417
3.218075865E9	240.09922099220992
3.2184014195E9	205.71428571428572
3.21861934E9	196.77777777777777
3.218790037E9	0.0
3.218927574E9	212.64285714285714
3.219178228E9	0.0
3.219695868E9	224.66238686592297
3.2201537955E9	237.13509812870836
3.220316351E9	215.41509433962264
3.2205178835E9	0.0
3.2208124235E9	0.0
3.2210694465E9	222.45912469033857
3.221262018E9	250.65442504515352
3.221402796E9	215.73107049608356
3.221707994E9	226.97574552683898
3.2222369555E9	237.28079470198676
3.2228721145E9	227.739374124241
3.2233024115E9	220.42384105960264
3.224185272E9	222.26331745344305
3.227369036E9	225.68269848554382
3.2298928435E9	0.0
3.2301042805E9	0.0
3.2302653395E9	226.5873015873016
3.2304298405E9	0.0
3.230578831E9	0.0
3.2308109625E9	217.54031843862353
3.2311861265E9	0.0
3.231488962E9	0.0
3.231720614E9	235.70195195195194
3.231991785E9	214.94838709677418
3.2321666995E9	0.0
3.232216515E9	0.0
3.2323221585E9	221.95560747663552
3.2325224045E9	247.66226259289843
3.232694619E9	234.9075630252101
3.2328560365E9	256.5987055016181
